title,author,date_published,url,article_text,source
Gesundheit. USA-Reisen ab November möglich nach Impfung,no_author,2021-10-26 10:34:34,https://www.sueddeutsche.de/gesundheit/gesundheit-usa-reisen-ab-november-moeglich-nach-impfung-dpa.urn-newsml-dpa-com-20090101-211026-99-738213,"Washington (dpa) - Ab dem 8. November können Ausländer wieder in die   einreisen, wenn sie mit international anerkannten Präparaten vollständig gegen das Coronavirus geimpft sind. Akzeptiert würden dabei Impfstoffe, die eine Zulassung oder Notfallzulassung der US-Arzneimittelbehörde FDA oder der Weltgesundheitsorganisation (WHO) bekommen hätten, teilte das         Weiße House in Washington mit.       Ausnahmen nur für Kinder und US-Staatsbürger Dies gilt derzeit für die Präparate von Biontech/Pfizer, Astrazeneca, Moderna, Johnson&Johnson, Sinopharm und Sinovac. Reisende müssten ihren Impfstatus der jeweiligen Airline nachweisen, bevor sie ein Flugzeug in die USA besteigen, hieß es weiter. Voraussetzung sei eine komplette   gegen das Coronavirus. Als vollständig geimpft gelten Menschen demnach mindestens zwei Wochen nach Erhalt ihrer letzten erforderlichen Spritze. Das Weiße Haus betonte, auch eine Kombination von zwei verschiedenen Impfstoffen werde hier akzeptiert - sofern die Präparate von der FDA oder der WHO zugelassen seien. Es gelten nur wenige Ausnahmen von der Impfpflicht für internationale Reisende, zum Beispiel für Kinder oder Menschen, die aus gesundheitlichen Gründen nicht geimpft werden können. US-Bürger sind ohnehin von den Impf-Vorgaben für eine Einreise ausgenommen. USA hielten lange an Einreisestopp fest        Reisende müssen laut US-Regierung generell zusätzlich zu ihrem Impf-Nachweis einen maximal drei Tage alten negativen Corona-Test vorlegen. Bei Ungeimpften, die unter die zulässigen Ausnahmen fallen, darf der Test nicht älter als ein Tag sein. Die Fluggesellschaften müssten außerdem Kontaktinformationen von Passagieren aufbewahren, damit sie nach eventuellen Corona-Fällen benachrichtigt werden können, hieß es weiter. Die Lockerungen kommen nach mehr als anderthalb Jahren eines weitgehenden Einreisestopps für Menschen aus zahlreichen Ländern, darunter für Einwohner der EU und Großbritanniens. Der damalige US-Präsident Donald Trump hatte im März 2020, zu Beginn der Corona-Pandemie, einen Einreisestopp für Ausländer aus weiten Teilen Europas angeordnet. Die Einreise aus dem Schengen-Raum, Großbritannien und Irland wurde bis auf wenige Ausnahmen untersagt. Auch für Ausländer aus Indien, China, Brasilien, Südafrika und dem Iran verhängten die USA wegen der Pandemie weitreichende Einreisesperren und hielten diese über viele Monate rigoros aufrecht. Die EU dagegen hatte ihre Mitgliedsstaaten bereits im Juni aufgefordert, Beschränkungen für Reisende aus den USA und mehreren anderen Ländern schrittweise aufzuheben. Deutschland erlaubte daraufhin wieder Einreisen unter anderem aus den USA, auch für Urlauber. Das heißt, Amerikaner konnten ab dem 20. Juni wieder in Deutschland einreisen, wenn sie eine Impfung, eine überstandene Covid-Erkrankung oder einen negativen Covid-Test nachweisen konnten. Tourismus und Geschäfte leiden unter Einreisestopp Deutschland und andere EU-Staaten hatten sich im Gegenzug von Washington ebenfalls eine Lockerung erhofft, mussten darauf jedoch lange warten. Das sorgte bei Europäern für einigen Frust. Die weitgehende Einreisesperre trennte bislang nicht nur Familien und Freunde. Sie plagte auch die Geschäftswelt und den Tourismus. Im September hatte die US-Regierung schließlich in Aussicht gestellt, ab Anfang November wieder im großen Stil internationale Reisende ins Land zu lassen, sofern sie geimpft sind. Viele Details hatte das Weiße Haus aber zunächst offen gelassen. Die wurden nun nachgeliefert. © dpa-infocom, dpa:211026-99-738213/3 USA Impfung","sueddeutsche, DPA"
Konferenzen - München. Münchner Sicherheitskonferenz als Präsenzveranstaltung,no_author,2021-10-26 06:21:41,https://www.sueddeutsche.de/bayern/konferenzen-muenchen-muenchner-sicherheitskonferenz-als-praesenzveranstaltung-dpa.urn-newsml-dpa-com-20090101-211026-99-735874,"Berlin/  (dpa) - Die Münchner Sicherheitskonferenz findet vom 18. bis 20. Februar 2022 erstmals seit zwei Jahren wieder als Präsenzveranstaltung statt. Wegen der Corona-Pandemie werde die Zahl der Teilnehmer aber noch eingeschränkt sein, sagte Konferenzleiter Wolfgang Ischinger der Deutschen Presse-Agentur. Er erwartet, dass die künftige Bundesregierung bei der Konferenz ihre außenpolitische Agenda vorstellen wird. ""Ich gehe fest davon aus, dass der künftige Bundeskanzler die Gelegenheit wahrnehmen möchte, dort aufzutreten. Das gilt möglicherweise auch für die Außen- und Verteidigungsminister und andere Kabinettsmitglieder."" In diesem Jahr hatte die Sicherheitskonferenz nur virtuell und in deutlich gekürzter Form stattgefunden - aber mit prominenter Besetzung. US-Präsident Joe Biden wandte sich am 19. Februar nur drei Wochen nach seiner Vereidigung erstmals per Video an ein europäisches Publikum und versicherte, dass die USA nach den Wirren unter seinem Vorgänger Donald Trump wieder ein verlässlicher Partner seien. In diesem Jahr soll das weltweit wichtigste sicherheitspolitische Expertentreffen wieder physisch stattfinden. ""Der Bedarf an Wiederaufnahme persönlicher Kontakte ist bei außenpolitischen Entscheidungsträgern besonders groß, weil es sehr häufig um sensitive Themenbereiche geht"", sagte Ischinger. Es gebe ""eine enorme Nachfrage"" danach. Allen Teilnahmewünschen wird Ischinger aber nicht gerecht werden können. Zuletzt hatten sich 2020 im Hotel Bayerischer Hof etwa 800 Regierungsvertreter und Sicherheitsexperten für drei Tage versammelt, darunter 35 Staats- und Regierungschefs sowie fast 100 Außen- und Verteidigungsminister. Hinzu kommen jedes Jahr Hunderte Medienvertreter, die über die Konferenz berichten. Der Rahmen wird nun kleiner sein. ""Wegen der Pandemie muss die Teilnehmerzahl erheblich reduziert werden, um größtmögliche Sicherheit und natürlich volle Gesetzeskonformität zu garantieren"", sagte Ischinger. An hochrangigen Gästen wird es nach seiner Einschätzung dennoch nicht mangeln. ""Ich gehe davon aus dass die USA wie üblich auf sehr hoher Ebene vertreten sein werden"", sagte der frühere Top-Diplomat, der unter anderem Botschafter in Washington war. ""Ich vermute, dass da mindestens ein oder zwei Minister auftauchen. In früheren Jahren sind auch Vizepräsidenten in München aufgetreten. Auch das wäre keine Überraschung."" Auch aus China und Russland erwartet Ischinger hochrangige Teilnehmer. ""Wir müssen da nicht großartig Lobbyarbeit machen. Das Problem wird eher sein, dass wir auswählen müssen."" Ein thematischer Schwerpunkt steht bereits fest: Die europäische Sicherheits- und Verteidigungspolitik. Frankreich, das im ersten Halbjahr 2022 die EU-Ratspräsidentschaft hat, plant dazu ein Gipfeltreffen. ""Wir werden versuchen, die Agenda in München so zu strukturieren, dass das ein Warmlaufen für diesen EU-Gipfel im März wird"", sagte Ischinger. © dpa-infocom, dpa:211026-99-735874/2 München","sueddeutsche, DPA"
G20. Streit um Strafzölle: EU und USA schließen Deal,no_author,2021-10-30 21:37:37,https://www.sueddeutsche.de/politik/g20-streit-um-strafzoelle-eu-und-usa-schliessen-deal-dpa.urn-newsml-dpa-com-20090101-211030-99-801478,"Rom (dpa) - Die EU und die   haben sich auf die vorläufige Beilegung ihres jahrelangen Streits um amerikanische Sonderzölle auf Stahl- und Aluminiumimporte verständigt. Das erklärten beide Seiten am Samstagabend am Rande des Gipfeltreffens der führenden Industrie- und Schwellenländer in Rom (G20). US-Angaben zufolge sieht die Grundsatzeinigung vor, dass die EU-Staaten künftig bestimmte Mengen der Werkstoffe zollfrei in die USA importieren dürfen. Zudem setzen demnach beide Parteien in der Sache anhängige Verfahren vor den Gremien der Welthandelsorganisation (WTO) aus. Die EU-Kommission wollte sich zunächst nicht zu Details äußern. EU-Handelskommissar Valdis Dombrovskis bestätigte lediglich, dass man sich darauf verständigt habe, den Disput ""zu pausieren"". Das Abkommen solle an diesem Sonntag von US-Präsident Joe Biden und Kommissionspräsidentin Ursula von der Leyen präsentiert werden. Die US-Seite war weniger zurückhaltend. Bidens Nationaler Sicherheitsberater Jake Sullivan erklärte, mit der Einigung sei ""eines der größten Streitthemen"" im Verhältnis der transatlantischen Partner ausgeräumt. Er präsentierte den Deal gemeinsam mit US-Handelsministerin Gina Raimondo und der Handelsbeauftragten Katherine Tai. Der Handelskonflikt war 2018 vom damaligen US-Präsidenten Donald Trump angezettelt worden. Trump hatte auf Stahl- und Aluminiumimporte Sonderzölle einführen lassen. Die EU reagierte mit Vergeltungszöllen auf US-Produkte wie Jeans, Bourbon-Whiskey, Motorräder und Erdnussbutter. Trump hatte die Sonderzölle ""mit nationalen Sicherheitsinteressen"" begründet. Die EU hielt das für unglaubwürdig und geht davon aus, dass es darum ging, die US-Wirtschaft vor unerwünschter Konkurrenz zu schützen. Die Vergeltungszölle der EU auf US-Produkte hätten noch vor Jahresende ansteigen sollen, erklärte Raimondo. Dies sei nun mit der Einigung abgewendet worden. Gleichzeitig werde sichergestellt, dass aus der EU kein Stahl eingeführt werden könne, der teils aus China stamme. Die USA werfen Peking vor, die heimische Industrie zu subventionieren und mit künstlich niedrigen Preisen für unfairen Wettbewerb zu sorgen. Bereits im Juni hatten die EU und die USA Strafzölle auf Produkte wie Flugzeuge, Wein oder Ketchup bis 2026 ausgesetzt. Die Vereinbarung soll es ermöglichen, den Streit über staatliche Hilfen für den US-Flugzeugbauer Boeing und seinen europäischen Rivalen Airbus in Ruhe zu lösen. Er war von Trump mit der Einführung von Strafzöllen auf Importe aus der EU eskaliert worden. Die Union reagierte damals mit Sonderabgaben für Einfuhren aus den USA. © dpa-infocom, dpa:211030-99-801478/3 USA","sueddeutsche, DPA"
Olympia. Winterspiele: Olympia-Macher veröffentlichen Corona-Regeln,no_author,2021-10-25 12:01:55,https://www.sueddeutsche.de/sport/olympia-winterspiele-olympia-macher-veroeffentlichen-corona-regeln-dpa.urn-newsml-dpa-com-20090101-211025-99-727095,"Peking (dpa) - Die Olympia-Macher von Peking haben die strengen Corona-Richtlinien für alle Beteiligten der Winterspiele 2022 veröffentlicht. In den detaillierten Handbüchern für Athleten, Offizielle, Medien und Helfer sind wie angekündigt tägliche Coronatests, eine strikte Maskenpflicht und eine auf Unterkünfte und olympische Anlagen beschränkte Bewegungsfreiheit vorgesehen. Ausländische Teilnehmerinnen und Teilnehmer müssen mindestens zwei Wochen vor der Einreise nach China vollständig geimpft sein, um eine dreiwöchige Quarantäne bei Ankunft vermeiden zu können. Nach den Diskussionen um die Quarantänehotels für positiv getestete Sportler bei den Sommerspielen in Tokio sind in den nun veröffentlichten Playbooks auch konkrete Bedingungen für diese Einrichtungen in Peking genannt. Demnach gibt es drei Mahlzeiten pro Tag, freies Wlan und Zugangsmöglichkeiten für das Team der Betroffenen. Das Personal in den Quarantänehotels werde Englisch sprechen, psychologische Unterstützung stehe bereit. Das Verlassen der Einrichtung während der Quarantäne sei nicht möglich. Bei   in Tokio hatten mehrere Athleten wie der deutsche Radprofi Simon Geschke die Umstände ihrer Isolation beklagt und damit für Kritik an den Organisatoren gesorgt. Für den Fall von Verstößen gegen die Corona-Richtlinien drohen die Peking-Macher mit Sanktionen bis hin zu Geldbußen und dem Entzug der Akkreditierung. Wie schon in Tokio sind auch in China alle Athletinnen und Athleten aufgefordert, das Land spätestens 48 Stunden nach ihrem letzten Wettkampf wieder zu verlassen. Eine zweite Version der Corona-Handbücher für die Winterspiele ist für Dezember angekündigt. Die Spiele in Peking sollen am 4. Februar eröffnet werden. Einen Monat später finden die Paralympics statt. © dpa-infocom, dpa:211025-99-727095/2 Olympia","sueddeutsche, DPA"
Auto. Volvo Cars senkt Erwartungen an Einnahmen durch Börsengang,no_author,2021-10-25 09:36:18,https://www.sueddeutsche.de/wirtschaft/auto-volvo-cars-senkt-erwartungen-an-einnahmen-durch-boersengang-dpa.urn-newsml-dpa-com-20090101-211025-99-725221,"Göteborg/Stockholm (dpa) - Der schwedische Pkw-Hersteller Volvo Cars muss bei dem in dieser Woche geplanten Börsengang mit deutlich weniger Einnahmen auskommen als bisher geplant. Statt 25 Milliarden schwedischen Kronen rechnet die Tochter des chinesischen Autokonzerns Geely nur noch mit rund 20 Milliarden Kronen (2 Mrd Euro) Erlös, wie das Unternehmen in Göteborg mitteilte. Die Papiere werden zum Stückpreis von 53 Kronen an die Anleger verkauft. Der Streubesitz soll zwischen 16 und knapp 18 Prozent liegen. Der erste Handelstag an der Stockholmer Nasdaq-Börse ist für diesen Freitag (29. Oktober) vorgesehen. Volvo-Cars-Chef Hakan Samuelsson sprach dennoch von hoher Nachfrage unter Profiinvestoren und von Privatanlegern. © dpa-infocom, dpa:211025-99-725221/3","sueddeutsche, DPA"
Konflikte. Neuer Streit zum Jahrestag der UN-Aufnahme Chinas,no_author,2021-10-25 12:49:37,https://www.sueddeutsche.de/politik/konflikte-neuer-streit-zum-jahrestag-der-un-aufnahme-chinas-dpa.urn-newsml-dpa-com-20090101-211025-99-723203,"Peking/Taipeh (dpa) - Zum 50. Jahrestag der Aufnahme der kommunistischen Volksrepublik Chinas in die Vereinten Nationen ist neuer Streit um   ausgebrochen. Die kommunistische Führung in Peking bekräftigte ihre Position, dass die heute demokratische Inselrepublik nur ""ein Teil"" der Volksrepublik sei. Die   hingegen setzen sich verstärkt dafür ein, dass Taiwan wieder eine Rolle in den Vereinten Nationen spielen kann. Peking reagierte verärgert. Chinas Staats- und Parteichef Xi Jinping sagte in Peking, mit der Resolution 2758 vom 25. Oktober 1971 habe die UN-Generalversammlung anerkannt, dass die Regierungsvertreter der kommunistischen Volksrepublik die ""einzig rechtmäßigen Repräsentanten Chinas in den  "" seien. Er sprach von einem ""Sieg für das chinesische Volk"". Der Status Taiwans ist seither mit Peking umstritten. Nur drei Tage vor dem Jahrestag sprachen gleichwohl Regierungsvertreter aus Washington und Taipeh darüber, wie die freiheitliche Inselrepublik wieder in den UN mitarbeiten kann. ""Die Diskussionen konzentrierten sich darauf, die Fähigkeit Taiwans zu unterstützen, sich bedeutsam in den UN zu beteiligen"", hieß es im Außenministerium in Washington. Die Online-Gespräche am Freitag lösten Verärgerung in Peking aus. Die Teilnahme Taiwans in internationalen Aktivitäten müsse nach dem ""Ein-China-Grundsatz"" erfolgen, sagte Außenamtssprecher Wang Wenbin. Nach dieser Doktrin kann Taiwan nur von Peking vertreten werden. Auch sollten die USA aufhören, die ""falschen Signale an die Unabhängigkeitskräfte in Taiwan zu senden"", sagte der Sprecher. In den Gesprächen ging es um ""globale Herausforderungen"" wie Gesundheit, Entwicklungshilfe, Klimawandel und Umwelt, technische Standards und Wirtschaftskooperation, hieß es in Washington. Die US-Vertreter hätten die Unterstützung für eine ""bedeutungsvolle Teilnahme"" Taiwans in der Weltgesundheitsorganisation (WHO) und dem Pariser Klimaabkommen bekräftigt. Die Regierung in Taipeh bedankte sich für die ""starke Unterstützung"" der USA. Auch widersprach sie der Pekinger Darstellung, dass die UN damals anerkannt hätten, dass Taiwan zur Volksrepublik gehöre. Die UN-Resolution habe nur die Frage der Vertretung Chinas im UN-System behandelt. ""Sie sagt weder, dass Taiwan ein Teil der Volksrepublik ist, noch autorisiert sie die Volksrepublik, das Volk Taiwans zu repräsentieren"", sagte Außenamtssprecherin Joanne Ou in Taipeh. Die Spannungen zwischen   und Taiwan haben sich jüngst verschärft. Eine Rekordzahl chinesischer Militärflugzeuge dringt seit Wochen immer wieder in Taiwans Luftüberwachungszone ein. Deutlicher als seine Vorgänger stellte US-Präsident Joe Biden erst vergangene Woche klar, dass die USA Taiwan im Falle eines Angriffs durch China verteidigen würden: ""Wir haben eine Verpflichtung, das zu tun."" Peking reagierte empört. Taiwan sei eine ""innere Angelegenheit"" Chinas, in die sich niemand einmischen dürfe, sagte ein Sprecher. © dpa-infocom, dpa:211025-99-723203/6 Taiwan USA UN China","sueddeutsche, DPA"
Auto. Studie: Autoabsatz 2021 kaum über dem Niveau des Vorjahrs,no_author,2021-10-26 14:50:05,https://www.sueddeutsche.de/wirtschaft/auto-studie-autoabsatz-2021-kaum-ueber-dem-niveau-des-vorjahrs-dpa.urn-newsml-dpa-com-20090101-211026-99-742694,"Bergisch Gladbach (dpa) - Die Autoverkäufe in China, den   und Europa dürften nach einer Studie des Branchenexperten Stefan Bratzel in diesem Jahr nur drei Prozent über dem Corona-geprägten Vorjahr liegen. Weltweit hätten ohne die Halbleiter-Krise rund 10 Millionen Fahrzeuge mehr verkauft werden können"", teilte das Center of Automotive Management (CAM) in Bergisch Gladbach am Dienstag mit. Der Absatz werde bis Jahresende ""rund 12 Prozent unter dem Wert des Jahres 2019 liegen"". Von Januar bis September liegen die Neuzulassungen in den sieben wichtigsten Automobilmärkten ( , USA, Europa, Japan, Brasilien, Russland und Indien) demnach mit 45,6 Millionen bereits 12,7 Prozent unter denen des Vor-Corona-Jahrs 2019. Die USA und China stünden mit einstelligen Rückgängen bisher deutlich besser als Europa, wo 24,4 Prozent weniger Fahrzeuge abgesetzt wurden als 2019. In China wurden laut CAM bis September 16,6 Millionen Autos verkauft, zum Vorjahr ein Plus von fast 25 Prozent. ""Allerdings hat die internationale Chip-Krise die positive Gesamtentwicklung insbesondere in den letzten Monaten negativ beeinflusst."" Ähnlich sei es in den USA, wo die Neuzulassungen bis September mit 11,8 Millionen Fahrzeugen gut 13 Prozent über Vorjahr lagen. In   ergab sich bis September ein Plus von 7 Prozent gegenüber dem schwachen Vorjahr. Für das Gesamtjahr rechnet Bratzel in Europa mit 12 Millionen, in den USA mit 15,2 und in China mit 20,3 Millionen Zulassungen. Produktionsausfälle bei gleichzeitig hoher Nachfrage führten zwar ""zu Rekordgewinnen bei vielen Automobilherstellern, die die knappen Chips vorwiegend in höherpreisige Fahrzeuge einbauen und zudem keine Rabatte gewähren müssen"", erklärte Bratzel. ""Auf der anderen Seite leiden vor allem die Automobilzulieferer, die nach der Menge ihrer produzierten Teile entlohnt werden"". Sie seien von Produktionsstopps besonders betroffen. Autobauer sollten darauf achten, dass wichtige Zulieferer nicht ins Schleudern geraten: ""Sonst könnten im nächsten Jahr wiederum wichtige Glieder der Wertschöpfungskette wegfallen und weitere Produktionsausfälle drohen."" © dpa-infocom, dpa:211026-99-742694/3 USA China Europa","sueddeutsche, DPA"
Literatur - Hannover. Abgesagte Lesung über Xi Jinping findet nun doch statt,no_author,2021-10-26 14:28:54,https://www.sueddeutsche.de/kultur/literatur-hannover-abgesagte-lesung-ueber-xi-jinping-findet-nun-doch-statt-dpa.urn-newsml-dpa-com-20090101-211026-99-740934,"Duisburg/  (dpa) - Eine zunächst auf chinesischen Druck abgesagte Lesung aus einer Biografie über den chinesischen Staatschef Xi Jinping in Duisburg findet nun doch statt. Die Online-Veranstaltung werde wie geplant an diesem Mittwochabend abgehalten, allerdings nicht vom Konfuzius-Institut an der Uni Duisburg-Essen, sondern vom Ostasieninstitut der Universität selbst, sagte eine Sprecherin der Hochschule am Dienstag. Die Universität werde den Einwahllink auf die Hochschulseite stellen. In Hannover wird die Lesung am Mittwoch hingegen nicht stattfinden, wie eine Sprecherin der Universität auf Anfrage mitteilte. Man sei mit dem Verlag im Gespräch für einen neuen Termin. Die parallel an den Konfuzius-Instituten Duisburg und Hannover geplanten Lesungen waren zuvor abgesagt worden - offensichtlich nach Einflussnahme aus  . ""Unsere Kooperations-Uni in Wuhan hat uns freundlich dargelegt, dass sie es nicht gut fänden, wenn wir die Veranstaltung durchführen"", hatte einer der drei Direktoren des Duisburger Konfuzius-Instituts, Markus Taube, gesagt. Der Vorgang hatte für scharfe Kritik gesorgt. ""Die Freiheit von Forschung und Lehre ist nicht verhandelbar"", hatte der Duisburger Universitätsrektor Ulrich Radtke am Montag in einer Stellungnahme betont. Autoren des Buches ""Xi Jinping - der mächtigste Mann der Welt"" sind der ""Welt""-Herausgeber Stefan Aust und der Journalist Adrian Geiges. Die Biografie erschien nach Verlagsangaben am 1. Juli. Konfuzius-Institute basieren auf Kooperationen chinesischer und deutscher Universitäten und dienen dem kulturellen Austausch. Die Absage sei in   der erste Fall von Einflussnahme, sagte die Sprecherin. Zuvor hatten mehrere Medien über die Absage berichtet. © dpa-infocom, dpa:211026-99-740934/4 Hannover China Duisburg","sueddeutsche, DPA"
Handel - München. Umfrage: Handy und Smartwatch bedrohen klassische Armbanduhr,no_author,2021-10-27 11:07:39,https://www.sueddeutsche.de/bayern/handel-muenchen-umfrage-handy-und-smartwatch-bedrohen-klassische-armbanduhr-dpa.urn-newsml-dpa-com-20090101-211027-99-754117," (dpa) - Die traditionelle Armbanduhr verliert angesichts der digitalen Konkurrenz durch Apple Watch und Co. bei vielen Verbrauchern ihren Platz am Handgelenk. Demnach haben traditionelle Uhren mit mechanischem oder quarzgesteuertem Uhrwerk in diesem Jahr an Boden verloren, während der Anteil der Smartwatch-Besitzer sowohl international als auch in Deutschland rasch gestiegen ist. Das hat die Unternehmensberatung Deloitte in einer Analyse für die Münchner Schmuck- und Uhrenmesse Inhorgenta ermittelt. Zuvor hatte Deloitte bereits eine ähnliche Untersuchung mit dem Schwerpunkt Schweizer Uhren vorgelegt. Insgesamt wurden 5558 Menschen in elf Ländern und Regionen befragt, darunter die USA, China, Japan und mehrere europäische Nationen, in   waren es 500. Demnach trägt hierzulande bereits ein knappes Viertel (24 Prozent) der Befragten eine Smartwatch; im vergangenen Jahr waren es erst 15 Prozent. Und während 46 Prozent sagten, dass sie im vergangenen Jahr noch eine traditionelle Uhr getragen hätten, sind es dieses Jahr nur noch 39 Prozent. Jenseits der deutschen Grenzen sieht es ähnlich aus: Nur noch ein gutes Drittel (34 Prozent) bevorzugte die traditionelle Armbanduhr, 2020 waren es noch über 40 Prozent gewesen. Viele Befragte tragen aber auch gar kein Zeitmessgerät am Handgelenk. Ein Faktor dabei ist laut Deloitte, dass sich die Uhrzeit auch auf dem Mobiltelefon ablesen lässt - die Zeitmessung steht dementsprechend beim Kauf einer Uhr für viele   gar nicht im Vordergrund. Und in China sagte mehr als die Hälfte der dortigen Teilnehmer, dass sie sowohl eine digitale als auch eine traditionelle Uhr ihr Eigen nennen, wenn auch mutmaßlich nicht gleichzeitig tragen. Die Autoren führen die Entwicklung zum Teil auf einen Corona-Effekt zurück: In Deutschland nannte die Hälfte der Teilnehmerinnen und Teilnehmer die Aufzeichnungsmöglichkeit von Fitness- und Gesundheitsdaten als Grund für den Kauf einer Smartwatch. Die Münchner Inhorgenta soll im kommenden Februar wieder stattfinden. Uhren seien auf der Messe ein wachsendes Segment, sagte Klaus Dittrich, der Chef der Münchner Messegesellschaft. Die persönliche Uhr als Statussymbol der Wohlhabenden gibt es seit gut einem halben Jahrtausend, als es den ersten Handwerkern in Europa gelang, Uhrwerke zu miniaturisieren. Zu den Pionieren zählte der im Jahr 1542 gestorbene Nürnberger Peter Henlein. © dpa-infocom, dpa:211027-99-754117/3 München Deutschland Verbraucher","sueddeutsche, DPA"
Literatur - Hannover. Abgesagte Lesung über Xi Jinping findet nun doch statt,no_author,2021-10-26 14:32:10,https://www.sueddeutsche.de/kultur/literatur-hannover-abgesagte-lesung-ueber-xi-jinping-findet-nun-doch-statt-dpa.urn-newsml-dpa-com-20090101-211025-99-732847,"Duisburg/  (dpa/lni) - Eine zunächst auf chinesischen Druck abgesagte Lesung aus einer Biografie über den chinesischen Staatschef Xi Jinping in Duisburg findet nun doch statt. Die Online-Veranstaltung werde wie geplant an diesem Mittwochabend abgehalten, allerdings nicht vom Konfuzius-Institut an der Uni Duisburg-Essen, sondern vom Ostasieninstitut der Universität selbst, sagte eine Sprecherin der Hochschule am Dienstag. Die Universität werde den Einwahllink auf die Hochschulseite stellen. Die parallel an den Konfuzius-Instituten Duisburg und Hannover geplanten Lesungen waren zuvor abgesagt worden - offensichtlich nach Einflussnahme aus  . Die Lesung in Hannover wird nicht am Mittwoch stattfinden, wie eine Sprecherin der Universität mitteilte. Man sei mit dem Verlag in Absprache für einen neuen Termin. Das Konfuzius-Institut Hannover betonte am Dienstag, dass die Angelegenheit in den verantwortlichen Gremien geklärt werden soll. Die Absage hatte zuvor für scharfe Kritik gesorgt. Kritiker der Institute sehen eine Einflussnahme des chinesischen Staates und der Kommunistischen Partei Chinas auf die Einrichtungen. Die USA hatten im vergangenen Jahr die Institute als eine offizielle Vertretung Pekings eingestuft. Die Universität Hamburg hatte 2020 ihre Zusammenarbeit mit dem Konfuzius-Institut beendet, weil die Gefahr einer Einflussnahme auf die Wissenschaft gesehen wurde. Konfuzius-Institute basieren auf Kooperationen chinesischer und deutscher Universitäten und sollen dem kulturellen Austausch dienen. Autoren des Buches ""Xi Jinping - der mächtigste Mann der Welt"" sind der ""Welt""-Herausgeber Stefan Aust und der Journalist Adrian Geiges. Die Biografie erschien nach Angaben des Piper Verlags am 1. Juli dieses Jahres. © dpa-infocom, dpa:211025-99-732847/4 Hannover China","sueddeutsche, DPA"
